caminho,classe,split,origem_dataset,resolucao,phash_orbit
dataset\_work\final\lettuce_downy_v1\train\anomala\images-31-_jpg.rf.083af2fc42560cf636320ae5f4906284__ann369.jpg,anomala,train,lettuce_downy_v1,400x468,12876471264846533593|12876540485768983652|13301508554979686496|16349809986554684281|7220451449034617522|15696086580532523698|8783067973627799266|6933399844722809016
dataset\_work\final\lettuce_downy_v1\train\anomala\images-31-_jpg.rf.083af2fc42560cf636320ae5f4906284__ann370.jpg,anomala,train,lettuce_downy_v1,367x492,10729442050437436129|15463314596836783416|17509001903144395372|12736427762916440521|4086332330518157526|16236170064957728404|14535665647177810096|7809962863677209842
dataset\_work\final\lettuce_downy_v1\train\anomala\01_jpg.rf.07b82ff7f762f1307fa7faf7c7f82b3a__ann371.jpg,anomala,train,lettuce_downy_v1,635x315,5966157847708606821|13100073224213264985|12914579041332386892|3630829921296041421|6447701885935668405|7323298102822882386|14827456989328335666|5502363787296848307
dataset\_work\final\lettuce_downy_v1\train\anomala\01_jpg.rf.076b130ea292daebede9d34b5cf87a58__ann372.jpg,anomala,train,lettuce_downy_v1,640x385,15193441566738149966|12998708103059320973|12741696705994761513|17448183396451113835|10209897081610462388|5688631602883779026|7735872207744017650|2964940086121714608
dataset\_work\final\lettuce_downy_v1\train\anomala\images-27-_jpg.rf.088ac8f9f89baac3f8390a5ecf3a7b7a__ann373.jpg,anomala,train,lettuce_downy_v1,364x483,3849913087358735345|1387454545446778736|5112352535239805020|11362689793548807621|8086032654509162771|17371269026640260405|14262176838295138461|6649715884681720390
dataset\_work\final\lettuce_downy_v1\train\anomala\30_jpg.rf.0856c3326cec6e2ba8c4d071f06a4697__ann374.jpg,anomala,train,lettuce_downy_v1,497x334,14635005076774441670|3199561476977964188|8893392810689083063|2389523379501896210|11291732733084067628|14326563837262371275|1338329375217166625|13237805957472152443
dataset\_work\final\lettuce_downy_v1\val\anomala\images-15-_jpg.rf.080169a49b17dd5e2bffcbaf42932b75__ann375.jpg,anomala,val,lettuce_downy_v1,632x357,9705601740579842194|10264376200869374646|5438611996776868296|3270128090641556460|13180569969704006286|10567885978179580294|17033659616003907885|14423077749114829131
dataset\_work\final\lettuce_downy_v1\train\anomala\images-27-_jpg.rf.094467d1009af9428a9938707f9fa2ca__ann376.jpg,anomala,train,lettuce_downy_v1,419x528,8086067766929946898|17371265211606131127|14007717029849774555|13572136003899580964|13214091600614986737|1331263174497482608|2621861943122155964|15832793916524488130
dataset\_work\final\lettuce_downy_v1\val\anomala\28_jpg.rf.0964e6471eb8f26fd6932c96599d2aa2__ann377.jpg,anomala,val,lettuce_downy_v1,640x640,11022798445134112982|16636548729606826388|12175711187932344518|16924796732038049944|10730302084460372198|15449865534591006872|11020539000748564714|14335086071305533608
dataset\_work\final\lettuce_downy_v1\val\anomala\11_jpg.rf.098d59b62430c24e6432f2dfa908524d__ann378.jpg,anomala,val,lettuce_downy_v1,640x640,18044426767320726232|11576936798239236836|18178307287589435008|13879167900065633022|16474785666032118176|15616992129898670842|18343841388937190592|9274786635798693628
dataset\_work\final\lettuce_downy_v1\train\anomala\23_jpg.rf.090be16f3f2e002ba3d77895eea11536__ann379.jpg,anomala,train,lettuce_downy_v1,342x444,15323047100689945802|15319725425640593324|16403034783975970740|4051670813915289298|12454655785854147284|14561320880914736852|15138354792242166328|13012944008057037795
dataset\_work\final\lettuce_downy_v1\train\anomala\16_jpg.rf.08b9fa05adbc64545421394d4d19a895__ann380.jpg,anomala,train,lettuce_downy_v1,601x509,8409465532400841860|15119368748908860122|1201520167014994835|17855341385269982262|15767905431856992977|9562448990414091380|3905845064544996087|10633955128801537040
dataset\_work\final\lettuce_downy_v1\val\anomala\27_jpg.rf.0a84a86268ba4fa61bbcc716e9daa900__ann381.jpg,anomala,val,lettuce_downy_v1,362x619,17813674745616004276|1194501515791618258|2143208518258536481|5152913662253069179|15190761135624721168|13039268771311793911|8931721821662970439|2391522224272358941
dataset\_work\final\lettuce_downy_v1\train\anomala\27_jpg.rf.0a84a86268ba4fa61bbcc716e9daa900__ann382.jpg,anomala,train,lettuce_downy_v1,359x619,10403988918367574617|17778480476526847333|17417927156064335000|8134319589755769830|7324429186114370038|6438571243341111952|16632889381722055280|10967629433953368305
dataset\_work\final\lettuce_downy_v1\test\anomala\28_jpg.rf.0a73273ea6e86716a2a01a4afb34cab1__ann383.jpg,anomala,test,lettuce_downy_v1,593x620,10840429100310622384|10876739372304364018|15598457882777510298|16492644509254187430|17505972138663801238|12713893645513683094|11995870478937154020|11124410988833175768
dataset\_work\final\lettuce_downy_v1\val\anomala\-10-_jpg.rf.0a8f807af5190f10914ff1b7043d5451__ann384.jpg,anomala,val,lettuce_downy_v1,607x540,11435639829400271558|9669877750291407772|2029516592614960075|14387784298452494628|11287026339565941382|14283929360184226718|2605672093105105863|14657971661413427740
dataset\_work\final\lettuce_downy_v1\train\anomala\images-2-_jpg.rf.09046f4ae3a397caca4daa3e02294c6b__ann387.jpg,anomala,train,lettuce_downy_v1,357x516,8517887557625279438|10453706473419583884|14155473837180612930|14749822943693468093|10101961845473940369|14876508445139088758|13650904988025991628|4787745027719197380
dataset\_work\final\lettuce_downy_v1\train\anomala\images-15-_jpg.rf.09fda9d2c1ed2d280926d3a7b0ae9aa5__ann388.jpg,anomala,train,lettuce_downy_v1,640x470,15175556622563447402|13017348946004194985|12011181180445121747|11165106661355275316|12229211169174955700|7679402883940915922|3802284301843559066|15266157417533649062
dataset\_work\final\lettuce_downy_v1\test\anomala\-6-_jpg.rf.0a567d8f4ff5f9578e6c2c50c67b5607__ann390.jpg,anomala,test,lettuce_downy_v1,626x611,17046314271201801416|14480983953761800940|17031147681560892048|14458151942278002418|17046716892142302920|14462368679958712556|17489195634583709128|10417573453892311788
dataset\_work\final\lettuce_downy_v1\train\anomala\images-17-_jpg.rf.09af367affc3d9e8a6d4c2779f807815__ann391.jpg,anomala,train,lettuce_downy_v1,525x454,7847195687888409826|14526523979590980792|16259162510950848620|8708426673906181321|13318470352235698377|16344848256139191916|14547953575885789816|7843180044941173985
dataset\_work\final\lettuce_downy_v1\val\anomala\-2-_jpg.rf.096f2925fcb6e6cf51eb9078b1752515__ann392.jpg,anomala,val,lettuce_downy_v1,535x549,12135181990377120933|16927118271207692634|16833805204033295257|7513960049863963750|6546363908393069034|11917691942006384808|7364685893341431400|11084351321383411177
dataset\_work\final\lettuce_downy_v1\train\anomala\04_jpg.rf.0b5a2195f664e48bccb79c6876ad5c8f__ann393.jpg,anomala,train,lettuce_downy_v1,400x472,7375644728803174837|11035312552248371794|13052951903182082386|5934505598216926645|5938607945239373209|13090217619008346982|13075437578253589330|5931642252608021941
dataset\_work\final\lettuce_downy_v1\train\anomala\images-24-_jpg.rf.08d9e96110e5afcbe7adf26ab5c0dea8__ann394.jpg,anomala,train,lettuce_downy_v1,626x543,10541347367644394040|13163240879682597347|14750059658770690977|14749925156048872058|16407002217954520502|4067438305017547410|8800848331736789708|11651894465169044172
dataset\_work\final\lettuce_downy_v1\train\anomala\06_jpg.rf.0a0c4c27b94dc0e6f7310ed3ba925abb__ann395.jpg,anomala,train,lettuce_downy_v1,512x483,7631857414543665352|7595405127529130472|10418117532327514706|8563197435199534261|16783101237863934057|14440878082544757097|13093259971525006966|5950001361320318096
dataset\_work\final\lettuce_downy_v1\test\anomala\images-20-_jpg.rf.08aca0cca53d2dcac4a28e8c22c2cc0a__ann396.jpg,anomala,test,lettuce_downy_v1,386x326,11625370246578625693|8815169937133978694|15703163030073677458|7262076623218185910|5099361624922674554|11375167117538907553|13156868778687252580|10562795665477856473
dataset\_work\final\lettuce_downy_v1\val\anomala\27_jpg.rf.0a96232b580d383928f376aa04d7949d__ann397.jpg,anomala,val,lettuce_downy_v1,585x416,14324220637740648480|11271564960685419576|7792472330985682033|14545441306539316081|4101764173411937436|2362377615527561670|8202059470500125641|8157275092715054188
dataset\_work\final\lettuce_downy_v1\train\anomala\27_jpg.rf.0a96232b580d383928f376aa04d7949d__ann398.jpg,anomala,train,lettuce_downy_v1,627x369,17468303883722966121|12693809878472908137|15647162730024590067|7231426843145184304|7628456121396111792|7585437028886604786|3505177564223134564|17571595256521237977
dataset\_work\final\lettuce_downy_v1\train\anomala\images-37-_jpg.rf.0b728a6b67c71fa22959dd8ea2dc0e55__ann399.jpg,anomala,train,lettuce_downy_v1,602x487,8347014478117050853|3572566652158699096|6024635581184322152|3829903406880434921|6369870113177244721|16544313561964205683|16837316730891806261|7542028702004976467
dataset\_work\final\lettuce_downy_v1\train\anomala\-8-_jpg.rf.0b834659b20689bd497727ed6f71f9d1__ann401.jpg,anomala,train,lettuce_downy_v1,437x399,1446953609762621651|15409003293124717620|18178861579288077877|13901958581585025363|3813570103661221845|15260551020617143316|6024006065797852608|3847893113339791612
dataset\_work\final\lettuce_downy_v1\train\anomala\images-24-_jpg.rf.0b54a7108f53d7577fb764bd4f855b35__ann402.jpg,anomala,train,lettuce_downy_v1,640x640,12801105442162352366|8258029650501040520|16490433254870798444|15592707428003935433|9870133184139270770|17158829567623407281|14552472645429650648|7841009791601859044
dataset\_work\final\lettuce_downy_v1\val\anomala\images-17-_jpg.rf.0a2d1ad5dfb1af636a85dfc036d0886b__ann403.jpg,anomala,val,lettuce_downy_v1,455x552,17354817601694785723|17358195584880801826|16206399635075682544|13324060743093646576|2519925288653219056|13538021358326438128|17362734347204094136|17352567656904059104
dataset\_work\final\lettuce_downy_v1\train\anomala\images-15-_jpg.rf.0b23f8ca24add708900303442d1133d0__ann404.jpg,anomala,train,lettuce_downy_v1,639x389,10852472358087461338|10819514132631285412|10696459006488773732|15452361786844372697|11848634743633618582|15747271907914455958|15699176447791952342|7242995794409976212
dataset\_work\final\lettuce_downy_v1\val\anomala\images-17-_jpg.rf.0bce1fe1a9394e22fed338de1d8a40ba__ann405.jpg,anomala,val,lettuce_downy_v1,517x424,16845910913150390481|7560614562019669620|7121513665021588216|13390524063901987552|8428156732679842920|15100627655989577961|16191059314745726137|17920583139180336226
dataset\_work\final\lettuce_downy_v1\val\anomala\04_jpg.rf.0c6b54beece94e049d93d2cbd82604f4__ann406.jpg,anomala,val,lettuce_downy_v1,415x491,11326665394413119786|5112598958020127659|6514778690613619914|11919298900031032236|12352197453621621574|3038157589845520541|12451060765473597861|14568106635234142554
dataset\_work\final\lettuce_downy_v1\train\anomala\11_jpg.rf.0e8c1ede978716d5e68f1ca8f2808ea5__ann407.jpg,anomala,train,lettuce_downy_v1,640x640,16189752020971926514|17873183877010436784|16479767727111389950|15578610857430072448|12696335893117405944|17488517094592851424|9276334597293486808|18357352865420653540
dataset\_work\final\lettuce_downy_v1\test\anomala\04_jpg.rf.0c4489fb9fc75a38602c253d01a93664__ann408.jpg,anomala,test,lettuce_downy_v1,383x568,9265193286930025650|4528042680160406962|15698075857167501478|7252163691561807002|12884170398494021182|12847868765300626560|11163445119021786212|12018025977625238233
dataset\_work\final\lettuce_downy_v1\test\anomala\-2-_jpg.rf.0cb36416221f90897a879ab3ba3a16eb__ann409.jpg,anomala,test,lettuce_downy_v1,526x556,17551572991192716210|3474125628812899506|10873503190154529512|10851548296078666984|12841021799941682736|12885750357257786355|16765990375754143894|16774286323525740182
dataset\_work\final\lettuce_downy_v1\train\anomala\04_jpg.rf.0d66e79623827aaefae65b1bc6b4417b__ann410.jpg,anomala,train,lettuce_downy_v1,471x355,13092611004165965165|5959050748444171337|2695801923814460537|6586911887003012673|5286252152078840402|7909919864667288245|4741899357130418523|8758593171264989477
dataset\_work\final\lettuce_downy_v1\val\anomala\images-17-_jpg.rf.0d7906a0daa49526e0e9681c9f1e384c__ann411.jpg,anomala,val,lettuce_downy_v1,473x365,14471880041074693268|17047446081856984790|15190697804195017456|13039103082219545328|15480760763809895660|10706273302779975368|17339532897441543348|17344023302929371346
dataset\_work\final\lettuce_downy_v1\train\anomala\17_jpg.rf.0c3cd2fcf3997a6e585876b37d5e1486__ann413.jpg,anomala,train,lettuce_downy_v1,578x328,17469617670435276531|12750199150391041584|17777099374696520404|10417512524376614100|3503391382562599344|17547764231528280306|15322554705258779280|15337741586128811254
dataset\_work\final\lettuce_downy_v1\train\anomala\28_jpg.rf.0c097a334ac7b182de0f4caa89e90091__ann414.jpg,anomala,train,lettuce_downy_v1,633x602,14769804415851099350|14763002734446170260|16853864960665106608|7555017867446739698|10723291632007438540|15489230181505366220|17465773975900575848|12734166372422313193
dataset\_work\final\lettuce_downy_v1\train\anomala\06_jpg.rf.0ecddf714b208cf80a8b8552b24a6554__ann415.jpg,anomala,train,lettuce_downy_v1,298x367,11859829607730762646|15751008140070565014|3933722099286706069|10594218710322847318|10823330176412325594|10868156980897552036|6205563731267094163|10774605189586589494
dataset\_work\final\lettuce_downy_v1\val\anomala\22_jpg.rf.0f0aef2d4900749584aeb9011036ce73__ann416.jpg,anomala,val,lettuce_downy_v1,640x542,13989347351744263569|13608008688640807542|1092638792389833171|1111074590090818356|8526120942023989692|10499373097690670274|3779456825960983311|15218003234411325711
dataset\_work\final\lettuce_downy_v1\val\anomala\27_jpg.rf.0daf74640f8a36688d5904556c26b0ed__ann417.jpg,anomala,val,lettuce_downy_v1,456x591,17051943360733550776|14473103397200783074|17936804722818981558|16197431099017365138|16349938719912549064|13301551073952834796|10558349932766808288|13159004320820423928
dataset\_work\final\lettuce_downy_v1\val\anomala\27_jpg.rf.0daf74640f8a36688d5904556c26b0ed__ann418.jpg,anomala,val,lettuce_downy_v1,435x624,17440874357513116106|12731264603588945060|13271295272737880216|16306346515650372326|11845711867744464560|14616935667975719666|16637076447374560226|11004788100589956536
dataset\_work\final\lettuce_downy_v1\test\anomala\22_jpg.rf.0eac8fd0e8c7b9e0bdec21ce1a242eab__ann419.jpg,anomala,test,lettuce_downy_v1,640x594,13523124213524177650|2461899670488005296|2029560424220994278|14387788258991451032|12734516067878840866|17483703660910848955|11001088928835021767|16585318061447457308
dataset\_work\final\lettuce_downy_v1\train\anomala\images-1-_jpg.rf.0f80fa54cf6e7a2b9469769f6eec196b__ann420.jpg,anomala,train,lettuce_downy_v1,495x545,10697798260884008004|15461301262773701085|12837069191595698278|12870031722150620057|15981565047391621590|4930536431206954644|11091182492718832562|7361182529580050098
dataset\_work\final\lettuce_downy_v1\train\anomala\images-34-_jpg.rf.0f34b246bdada6d64f9848fec79e1a79__ann422.jpg,anomala,train,lettuce_downy_v1,357x263,683406558101781019|7431415313923875623|10341558370445781803|1071546711785679147|2856360564990419303|1962114563079043849|3110080360103730702|3128704070535644303
dataset\_work\final\lettuce_downy_v1\train\anomala\22_jpg.rf.0e8e9eb807f9d33f51dca90eae5e3239__ann425.jpg,anomala,train,lettuce_downy_v1,640x520,6005783965637687848|3883744114742043627|3635763516224427295|12957194889639515143|16979615155708290357|2898790241296210003|528179109813342643|2293987695406576690
dataset\_work\final\lettuce_downy_v1\train\anomala\-6-_jpg.rf.0f4cd5f4871c37dc5570f4b4e80021bc__ann427.jpg,anomala,train,lettuce_downy_v1,570x597,15295962028180172446|15320625572433791110|11217029307935119810|2786277237358749112|9694189743957056980|11452242993351509716|13287174238908230182|14004398955205798555
dataset\_work\final\lettuce_downy_v1\train\anomala\11_jpg.rf.0e2ee60a2b04f6521330462946ce3307__ann429.jpg,anomala,train,lettuce_downy_v1,640x620,14716083658979687128|14745892971155661792|4335394750396523190|14099549471329335698|16186968100014367692|15580882830484847308|10572659324007066563|13142201054536542780
dataset\_work\final\lettuce_downy_v1\train\anomala\images-19-_jpg.rf.0ca53e6e6652e281cbc33429588453a9__ann430.jpg,anomala,train,lettuce_downy_v1,441x396,14754432657333659446|14752840020283628179|11259906903373620323|14284682625872222777|10599833763734994124|3938339987980206796|4168730356681489862|7180019611825947548
dataset\_work\final\lettuce_downy_v1\train\anomala\01_jpg.rf.0ed8ccc709da329d11e92b8aab581ee5__ann431.jpg,anomala,train,lettuce_downy_v1,640x345,15742003331832010676|11858493466663458002|10852209073794640307|10855553179807672370|15137940421706289572|13031126105284966106|3632377477603305110|12964118091528837782
dataset\_work\final\lettuce_downy_v1\train\anomala\11_jpg.rf.0bf7f9c1683ae77bee382a9fae010516__ann432.jpg,anomala,train,lettuce_downy_v1,627x640,12840452180771736248|12876690338142334946|4627565174249231064|18294652751929915364|16334465205925950386|13261493477716472498|16480896069046756349|15569533327402219584
dataset\_work\final\lettuce_downy_v1\train\anomala\images-23-_jpg.rf.1003f4d2bd0a7c5f046d3130ba8e6f61__ann434.jpg,anomala,train,lettuce_downy_v1,161x205,11703019218560152307|13432374430263423008|6230423100955834424|10777651349714953187|2319604932155632058|17578350176529639842|16421185084572864917|4051230671348725334
dataset\_work\final\lettuce_downy_v1\train\anomala\03_jpg.rf.10d0f1a656253979a771cbb681f54464__ann435.jpg,anomala,train,lettuce_downy_v1,467x358,15247422068928844067|3775813736226387515|11977847179098638003|11124951897026698290|4284841367661864500|2563098350043371987|3646954509433070490|12954065896214378918
dataset\_work\final\lettuce_downy_v1\train\anomala\images-1-_jpg.rf.1035eb1bfef2564492255c42925d20ab__ann436.jpg,anomala,train,lettuce_downy_v1,515x623,6933685956716702920|7594082559124032236|15629934490828584340|16494585534758343382|17062611989166646121|14459992094714247520|15443566446932322532|10715601475195562200
dataset\_work\final\lettuce_downy_v1\train\anomala\17_jpg.rf.10a340ecc88546c5f3d8096beb46dc5c__ann437.jpg,anomala,train,lettuce_downy_v1,283x525,8474281894268264806|5883585820974741913|2493222417953770086|13503712353137175705|11059074526115702353|7377286458206493301|11073449771809269435|7406781296127809826
dataset\_work\final\lettuce_downy_v1\train\anomala\images-2-_jpg.rf.12607f0451ecf89709cb80c5a673d5b2__ann438.jpg,anomala,train,lettuce_downy_v1,559x475,7839342379801338436|14532254829862105565|15614861599456872809|16443341360821333097|15974657963418758345|4927704473766251116|7596515789712863972|7622768725965517784
dataset\_work\final\lettuce_downy_v1\train\anomala\images-34-_jpg.rf.10f2988ec0210cfff19624cf51064630__ann439.jpg,anomala,train,lettuce_downy_v1,294x369,9996629550256610478|11971249260035556490|3259324738741472137|5414366713146060654|9999138576604537510|12600006943120669578|7939782151643407179|9875079845580520237
dataset\_work\final\lettuce_downy_v1\train\anomala\images-11-_jpg.rf.11d92e7364bc66a2b6064bf72f352d56__ann440.jpg,anomala,train,lettuce_downy_v1,611x499,10750546059377304740|5941029157598845146|8242902992070138285|12815496757918393674|15769612182150869586|11881807133577851285|5360943696299350449|12491112041608406130
dataset\_work\final\lettuce_downy_v1\val\anomala\03_jpg.rf.0fa45c8246ce0371942ae360cbb16dda__ann441.jpg,anomala,val,lettuce_downy_v1,337x455,4185028557602709914|11805996815589603750|6028547034623283490|3848944453613090491|11995791209958463395|11124391109566207034|13508214504025123381|2490900018516699475
dataset\_work\final\lettuce_downy_v1\train\anomala\16_jpg.rf.0fd46c26ef9cefa26330f456ad45533a__ann442.jpg,anomala,train,lettuce_downy_v1,570x640,9819167255670658022|17212180424518350488|17207102930832451282|9812473532027017396|10968052820824219118|16614734812773631112|13013261403835346056|15197073471175183342
dataset\_work\final\lettuce_downy_v1\train\anomala\images-11-_jpg.rf.1040403b296bcb78cba9c26027f5669e__ann445.jpg,anomala,train,lettuce_downy_v1,467x580,7627649058913808993|7612389698259431801|12962633626598037593|3663852735400830053|8768957281823138921|7021928702117861993|7342249077798524978|6474180352499180723
dataset\_work\final\lettuce_downy_v1\train\anomala\01_jpg.rf.1117721506c4ad364713b7e55a6785eb__ann446.jpg,anomala,train,lettuce_downy_v1,637x394,14960030852003830176|920654950239201018|877263813235344524|14973249044748689102|18043309780328695308|11572441636184300751|14906549375150509007|10125273159044836364
dataset\_work\final\lettuce_downy_v1\train\anomala\images-23-_jpg.rf.10350ef2e58b0f4ef824bf13be65fb32__ann448.jpg,anomala,train,lettuce_downy_v1,158x212,8084214658643538971|17434446369301582631|16412758410611774356|4060229212679976022|2869868188799661041|1960319729564790896|6211718398659024952|10724145901205767651
dataset\_work\final\lettuce_downy_v1\train\anomala\images-23-_jpg.rf.1091b70ceaa909b45f097d40ee7c52d2__ann449.jpg,anomala,train,lettuce_downy_v1,429x262,16450726264733864652|15622392244388673228|18056500882596666037|11553482060017608274|14751147697216081368|14741027918473350372|5955503059902027424|13085969175150827002
dataset\_work\final\lettuce_downy_v1\train\anomala\images-23-_jpg.rf.1091b70ceaa909b45f097d40ee7c52d2__ann450.jpg,anomala,train,lettuce_downy_v1,143x240,15244517351739290601|3750963253789995104|11854755667506429144|15766623878108725476|6931236309266140724|16858013761274351571|16483417395802459866|15635587976481572004
dataset\_work\final\lettuce_downy_v1\train\anomala\images-15-_jpg.rf.0f8f48055402705eb3b27e7e9df7b39f__ann451.jpg,anomala,train,lettuce_downy_v1,640x385,12818030464914928590|8266546422597890700|17785087854805860922|10409003788151340451|10102199990784669810|14894357818945233585|11798715013122061456|4198148340070994422
dataset\_work\final\lettuce_downy_v1\train\anomala\01_jpg.rf.1213128066b97b947559af3ae51c5eaa__ann453.jpg,anomala,train,lettuce_downy_v1,345x634,4123156174866110556|7197835991613564357|12248544923336948893|7647312908482822726|14259986140975719267|6654167494378666041|5098744056808611946|11366216101035965353
dataset\_work\final\lettuce_downy_v1\train\anomala\28_jpg.rf.1155de27eef7147185cca2c5e46f5e30__ann454.jpg,anomala,train,lettuce_downy_v1,560x622,13470531436978139574|11597033888915157394|13175761114395636150|10548787987281375378|10552484597049913504|13146518400399372474|10552163556429816978|13182586848351148470
dataset\_work\final\lettuce_downy_v1\train\anomala\images-18-_jpg.rf.1286b99e78d02f94cc9f40027891fcec__ann456.jpg,anomala,train,lettuce_downy_v1,357x308,5453337098387124852|3281536104103456977|9982749106045907559|12569093738033491993|15109774982757714477|8427029494076124747|1850999427731582638|7490250115074591114
dataset\_work\final\lettuce_downy_v1\train\anomala\images-30-_jpg.rf.10dd8992b5a0614e168dcd6cbab1c3fb__ann457.jpg,anomala,train,lettuce_downy_v1,125x221,8681031543466564814|13934668808954169228|13236907107807752549|1347403638206787929|10144197513639584193|14851826864048601464|6445040673869574674|7309828067188322999
dataset\_work\final\lettuce_downy_v1\test\anomala\images-30-_jpg.rf.10dd8992b5a0614e168dcd6cbab1c3fb__ann458.jpg,anomala,test,lettuce_downy_v1,118x164,11872835080765027318|15770739919656071824|10845725508604908432|10826227134464013558|10390416100032306394|17776776289609893028|17740923644747202198|10435905831630373782
dataset\_work\final\lettuce_downy_v1\train\anomala\-8-_jpg.rf.1127b014fc0a39c37e3ecfe83c4ff2bf__ann459.jpg,anomala,train,lettuce_downy_v1,288x382,17135314335293671109|5245642597196928604|13159169344976692902|10558333963564128922|6671682935596567624|14233299953968336109|11140267922188699282|12008438884687060662
dataset\_work\final\lettuce_downy_v1\test\anomala\images-4-_jpg.rf.128a24bdd0c4104b4fd36337f9e343a9__ann460.jpg,anomala,test,lettuce_downy_v1,367x311,14468883961890658902|17018060988954748053|11005234114586531891|16618900032215639091|10782907013022887148|6258550805151730632|3739377823575548646|3736000276716501656
dataset\_work\final\lettuce_downy_v1\train\anomala\23_jpg.rf.0fcf37472b1cddb2136c1e24dadb7f43__ann461.jpg,anomala,train,lettuce_downy_v1,280x404,15513609035371330230|1453933030856369042|4188055709013080570|11783545972164747680|10566401744976751892|13130975997168536535|11556620620914526115|18048533275231002170
dataset\_work\final\lettuce_downy_v1\train\anomala\27_jpg.rf.110b9aee4843c6134f8aecdf690fa352__ann462.jpg,anomala,train,lettuce_downy_v1,391x615,4240394841927276904|11809820149519836585|15191715407516058986|12984146875987025065|12206269953366090915|7519174526042167354|12203827478211604660|7693787027184079826
dataset\_work\final\lettuce_downy_v1\train\anomala\27_jpg.rf.110b9aee4843c6134f8aecdf690fa352__ann463.jpg,anomala,train,lettuce_downy_v1,392x592,10623904160422668685|3893909634039966284|10631831471757815858|3904239111991488945|5506332706313734454|10207911897881145235|12786124429623307830|3634670746570754963
dataset\_work\final\lettuce_downy_v1\train\anomala\11_jpg.rf.12b8c358bd6d8cd864f4fd1b566731f9__ann464.jpg,anomala,train,lettuce_downy_v1,640x640,12876551813079935648|12876409923938724600|14578832094003829188|11580348719809913544|17918325977762673330|11577218274835018418|14439221191198225824|14166399369886716618
dataset\_work\final\lettuce_downy_v1\train\anomala\images-36-_jpg.rf.12e133d1eb114fd1e094ecc2c9b49bc3__ann465.jpg,anomala,train,lettuce_downy_v1,392x472,12156607660213823654|16920781079195216282|8488188279351724498|5822212987772562612|11162616754196239082|11991069493464052904|13001005294500170832|15188781758999612533
dataset\_work\final\lettuce_downy_v1\train\anomala\01_jpg.rf.12eb288bcbe8a9aaf21944e779a0e893__ann467.jpg,anomala,train,lettuce_downy_v1,325x639,6573535931883286062|2694235216673343883|3022643983773644215|7759868124585611794|10054613443133596453|3345658964303165787|1320343169280684139|13237570550514512425
dataset\_work\final\lettuce_downy_v1\test\anomala\images-36-_jpg.rf.14fcd879bdc8fecb23dce1ba7db78832__ann469.jpg,anomala,test,lettuce_downy_v1,307x404,1340643072000438937|13089193709412266598|7373762075841578120|11084841575680629870|7400200636348278453|11074963214921603602|7988520275904091545|9855222081306580070
dataset\_work\final\lettuce_downy_v1\train\anomala\30_jpg.rf.13085d700cfdf85a6687604019db8d68__ann470.jpg,anomala,train,lettuce_downy_v1,385x576,7667987805649783872|12225491699847974269|8091953340149419170|17423822169570987450|9065161616209455529|4633298368086043242|13460655271854067185|11694903316665617520
dataset\_work\final\lettuce_downy_v1\train\anomala\-10-_jpg.rf.14137653bf36a687f0ea9e7772e97b8b__ann471.jpg,anomala,train,lettuce_downy_v1,384x604,6099041788164747826|15409799994626323123|14181281505557130323|15892340903001377333|12948557372600343253|3653213373650609236|3876137602372308188|6029348784851963588
dataset\_work\final\lettuce_downy_v1\train\anomala\-6-_jpg.rf.14d420c11cf3dc43ad1168b57b597503__ann472.jpg,anomala,train,lettuce_downy_v1,591x578,15182700267029810874|12984559633752296866|10707813158026660022|15449084316709678226|11713209616202216116|13424819905145451474|10586987810750490326|13170898835352557972
dataset\_work\final\lettuce_downy_v1\train\anomala\04_jpg.rf.1314c2277101600285cf07cd653cb2dd__ann473.jpg,anomala,train,lettuce_downy_v1,538x386,3911965832901930226|10641416251409615536|6423908005650783376|7321600846362756598|12739089280327462291|17486516187483884086|17781801919221439333|10402359364237010521
dataset\_work\final\lettuce_downy_v1\train\anomala\images-27-_jpg.rf.12d9de73e31d8a75b751c380bfb7f7ba__ann474.jpg,anomala,train,lettuce_downy_v1,418x532,10642536187482674160|3923401213505910768|4963768933993241016|15976629828512671202|17309404687328899638|17299211981154333075|16313560004703860957|13283870512097387076
dataset\_work\final\lettuce_downy_v1\train\anomala\images-33-_jpg.rf.14be8e94ada6e648299ce093d796280b__ann475.jpg,anomala,train,lettuce_downy_v1,334x640,11207750520939504306|2769230063878289842|1320905011270824356|13246718332374381274|12842520327850847782|12854061358725826971|15740877431873787319|11867500663771255826
dataset\_work\final\lettuce_downy_v1\train\anomala\images-33-_jpg.rf.14be8e94ada6e648299ce093d796280b__ann476.jpg,anomala,train,lettuce_downy_v1,304x640,14463816995911619162|17033401901715469477|10657436013236743278|3934022463889459593|11940228318559494892|6544453573689522632|9928617944398731318|7956856316315690643
dataset\_work\final\lettuce_downy_v1\train\anomala\images-27-_jpg.rf.12f6344f009cd48ebd28f722f939287b__ann477.jpg,anomala,train,lettuce_downy_v1,529x425,14823637959590831426|5540231335297767852|3781810503991137080|15069592213642229473|12419214497147511372|4784344993007712461|16228197564467519953|4076667863475190580
dataset\_work\final\lettuce_downy_v1\train\anomala\images-31-_jpg.rf.14f20051641265fd70deec871019abc9__ann479.jpg,anomala,train,lettuce_downy_v1,431x345,14140679998690645205|15871648734913353044|1808574969879815077|7451035869284481370|6112873211600061404|15372032153374768580|6501338955607533415|11917467262075345177
