caminho,classe,origem_dataset,categoria_original,largura,altura,formato_original
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (26).jpg,anomala,spinach_n56pn9fncw,straw_mite,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (27).jpg,anomala,spinach_n56pn9fncw,straw_mite,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (28).jpg,anomala,spinach_n56pn9fncw,straw_mite,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (29).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (3).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (30).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (31).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (32).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (33).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (34).jpg,anomala,spinach_n56pn9fncw,straw_mite,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (35).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (36).jpg,anomala,spinach_n56pn9fncw,straw_mite,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (37).jpg,anomala,spinach_n56pn9fncw,straw_mite,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (38).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (39).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (4).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (40).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (41).jpg,anomala,spinach_n56pn9fncw,straw_mite,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (42).jpg,anomala,spinach_n56pn9fncw,straw_mite,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (43).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (44).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (45).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (46).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (47).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (48).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (49).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (5).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (50).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (51).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (52).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (53).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (54).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (55).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (56).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (57).jpg,anomala,spinach_n56pn9fncw,straw_mite,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (58).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (59).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (6).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (60).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (61).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (62).jpg,anomala,spinach_n56pn9fncw,straw_mite,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (63).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (64).jpg,anomala,spinach_n56pn9fncw,straw_mite,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (65).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (66).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (67).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (68).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (69).jpg,anomala,spinach_n56pn9fncw,straw_mite,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (7).jpg,anomala,spinach_n56pn9fncw,straw_mite,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (70).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (71).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (72).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (73).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (74).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (75).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (76).jpg,anomala,spinach_n56pn9fncw,straw_mite,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (77).jpg,anomala,spinach_n56pn9fncw,straw_mite,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (78).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (79).jpg,anomala,spinach_n56pn9fncw,straw_mite,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (8).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (80).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (81).jpg,anomala,spinach_n56pn9fncw,straw_mite,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (82).jpg,anomala,spinach_n56pn9fncw,straw_mite,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (83).jpg,anomala,spinach_n56pn9fncw,straw_mite,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (84).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (85).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (86).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (87).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (88).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (89).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (9).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (90).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (91).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (92).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (93).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (94).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (95).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (96).jpg,anomala,spinach_n56pn9fncw,straw_mite,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (97).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (98).jpg,anomala,spinach_n56pn9fncw,straw_mite,1440,1080,JPEG
dataset\_work\spinach_classified\spinach_n56pn9fncw\anomala\straw_mite__straw_mite (99).jpg,anomala,spinach_n56pn9fncw,straw_mite,4640,3472,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),300,400,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (10).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (100).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),433,577,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1000).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1001).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1002).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1003).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1004).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1005).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1006).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1007).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1008).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1009).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (101).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),433,577,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1010).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1011).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1012).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1013).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1014).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1015).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1016).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1017).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1018).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1019).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (102).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),433,577,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1020).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1021).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1022).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1023).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1024).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1025).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1026).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1027).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1028).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1029).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (103).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),433,577,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1030).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1031).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1032).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1033).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1034).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1035).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1036).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1037).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1038).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1039).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (104).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),433,577,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1040).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1041).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1042).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1043).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1044).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1045).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1046).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1047).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1048).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1049).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (105).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),433,577,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1050).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1051).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1052).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1053).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1054).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1055).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1056).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1057).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1058).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1059).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (106).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),433,577,JPEG
