caminho,classe,split,origem_dataset,resolucao,phash_orbit
dataset\_work\final\spinach\val\anomala\Anthracnose(102)__Anthracnose (36).jpg,anomala,val,spinach_sy69db2nz5,3000x4000,5518900858458676243|943001744627926055|616454418436426817|580567561897709153|2811406337319573005|1376983433360938828|6993535101608332808|4723184224248958472
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (38).jpg,anomala,train,spinach_sy69db2nz5,3000x4000,2327382639671920674|2471806093010816274|2776766275032337698|1390643697113517346|1318867081782775074|2470239815325862944|2471796796352842771|2471796796948384038
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (39).jpg,anomala,train,spinach_sy69db2nz5,3000x4000,5371956697437769289|2976491342824116045|2400021863232084290|4795513553014965809|5588701253784784425|5264302842260655434|3550533272575839554|4798900083063475745
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (4).jpg,anomala,train,spinach_sy69db2nz5,3060x4080,9659971805800795721|2021913146824822381|2093697030782127769|5156495289171808070|7894299300338274076|5300186151659573126|5084299190902558535|11028769353805729309
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (41).jpg,anomala,train,spinach_sy69db2nz5,3000x4000,2453791125543521320|2471497763676720138|2307819995864108322|152171375130201122|760016638472244258|2885689325450562850|2471524254842035202|2453624050912986912
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (42).jpg,anomala,train,spinach_sy69db2nz5,3000x4000,2614917403189349888|1309789509689740800|729590883787687440|3171128076736010502|4107327125728530|39993732687022628|439415661007733292|1172773268835737610
dataset\_work\final\spinach\test\anomala\Anthracnose(102)__Anthracnose (43).jpg,anomala,test,spinach_sy69db2nz5,3000x4000,22112326179032075|39703567733296175|4651943705333616416|76173182479764738|3390101366370110720|796027877329948160|147807464549453313|2328227035090423616
dataset\_work\final\spinach\test\anomala\Anthracnose(102)__Anthracnose (44).jpg,anomala,test,spinach_sy69db2nz5,3000x4000,5588706721605291529|5552435979883089740|5550153617485565760|5304720348870544897|5516635812834774605|652493283394817869|76058970475175497|4651957982468965965
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (45).jpg,anomala,train,spinach_sy69db2nz5,3000x4000,5300181658954587163|5264179353698108709|4651679822535167041|76164386385759777|2667572693542309449|1971458584374382153|2381857862026989057|4723166770038738496
dataset\_work\final\spinach\test\anomala\Anthracnose(102)__Anthracnose (46).JPG,anomala,test,spinach_sy69db2nz5,3213x5712,7033512332656217887|3586711602693213703|11590180965315024996|17358252317394593497|508428531329386033|2274121614277647457|15701491977791399152|7248570229831817376
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (47).JPG,anomala,train,spinach_sy69db2nz5,3213x5712,3552362174259502397|3732532079886157379|16201866974624011428|17934713379539571930|4847664982745074739|4439781251960163377|15768482078563689720|11877285346877692128
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (48).JPG,anomala,train,spinach_sy69db2nz5,2268x4032,74324815139669766|9182716081756249759|13898276248474914952|18228573233197020910|11465700445306974079|470456338154915841|17219203966712609020|9840532984214118592
dataset\_work\final\spinach\test\anomala\Anthracnose(102)__Anthracnose (49).jpg,anomala,test,spinach_sy69db2nz5,3000x4000,2471788552297778728|2471787996275706890|2400004184416343082|4795522262882456874|760006789961764130|2886410006197849378|3032494984379927874|3050227804840349217
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (5).jpg,anomala,train,spinach_sy69db2nz5,3060x4080,1125352513999883565|1118739455672274250|5345805808116829504|649229795251932673|5354093361786488335|3264280887693319695|94178784701776393|4615351957951754314
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (50).jpg,anomala,train,spinach_sy69db2nz5,3000x4000,1165673220197420362|291130366445424169|432360987913299473|450375489682250308|2958389534620715524|5371964390038646032|4943277998373486598|1235762125260849158
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (51).jpg,anomala,train,spinach_sy69db2nz5,3000x4000,152451780365946190|2325834980780363273|1317731799913137697|2470538955579169858|670640089034278688|5660204659518610690|4799728014975715618|2379606096504834322
dataset\_work\final\spinach\test\anomala\Anthracnose(102)__Anthracnose (52).jpg,anomala,test,spinach_sy69db2nz5,3000x4000,3048266272313576750|3048240474013781002|2470512567367108128|2471647262762998786|742125902540197162|3318324125643984170|152011962577734946|2307547488846235938
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (53).jpg,anomala,train,spinach_sy69db2nz5,3000x4000,2470382238178416660|1300711872945587734|1441869956459202593|1594360679057197090|1586971958485847314|1447924419510880290|2452225525948489750|2380168926182834708
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (54).jpg,anomala,train,spinach_sy69db2nz5,3000x4000,5354109349709453060|3264413290547058196|2331601298971919937|154598065264598081|1447379066188877101|330740889085168970|4691641452256437506|4721477954008472352
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (55).jpg,anomala,train,spinach_sy69db2nz5,3000x4000,2904134077651946759|742406256509996568|306820983766322211|9665162471381272610|1751423679277714698|508217976379297064|2452243236116111750|2525401338205716996
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (56).jpg,anomala,train,spinach_sy69db2nz5,3000x4000,5371981911764639050|3264625496231397165|450366590728244290|1009120910857178145|3262733219602583085|5340581096081689930|2417323812230922510|4795224415078334470
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (57).jpg,anomala,train,spinach_sy69db2nz5,3000x4000,1443418582188624912|1299374590724540422|874275088517302292|874274532310648854|434683462269405202|1156454843423721492|1587672895000945164|1443417525651776012
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (58).jpg,anomala,train,spinach_sy69db2nz5,3000x4000,688073325261327434|5516379781643767341|4795522434671710016|2399300411066878977|3246539198284336716|5371843497131740169|75460612641475617|4615914874350767426
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (59).jpg,anomala,train,spinach_sy69db2nz5,2296x4080,4723167028441186841|7029572807826026563|5732693365856575053|976866068591248973|4841430576031305313|1802024041176861761|5586296988670266893|5592941039928118863
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (6).jpg,anomala,train,spinach_sy69db2nz5,3060x4080,2325693652515360034|188481098837019682|4763715654786632722|2379034868003506466|2471366305272208642|2453774662522783264|2452665846058124321|1318576220599622722
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (60).jpg,anomala,train,spinach_sy69db2nz5,2296x4080,4687701087223491201|4687701087022164800|5516362047373088334|976876015802881677|4623837104970862145|9307299293999074881|10202491022153321997|5662746695898664524
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (61).jpg,anomala,train,spinach_sy69db2nz5,2296x4080,5588446446586120968|5588574650755853711|5046027605070744907|10456820695228698157|10316917761944292941|597588071959400013|3264563319894646417|5444023121182394182
dataset\_work\final\spinach\test\anomala\Anthracnose(102)__Anthracnose (62).jpg,anomala,test,spinach_sy69db2nz5,2296x4080,4687710003172187713|4723721208003495489|5660496069167910477|976725913196793421|4685440491381558849|4728251076121660993|5588407533577932301|5588473659499974222
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (64).jpg,anomala,train,spinach_sy69db2nz5,2296x4080,4613391865404658785|9303890721583371297|981291274648067661|5586155770482165325|2419566808199536257|6995250701958841920|5586317963402905165|5593072809401097741
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (65).jpg,anomala,train,spinach_sy69db2nz5,2296x4080,4723738663390086226|4687710019886192801|5664980976809713229|10197854948353869389|11608128307389206081|5909889788094680641|5586318976881755789|5592932106135051854
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (66).jpg,anomala,train,spinach_sy69db2nz5,2296x4080,4867282319596784192|2417886686049939073|5045886695918505550|11357258106478759437|9308420795121241633|4614530804965411907|976743539878043037|5660487307574576710
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (67).jpg,anomala,train,spinach_sy69db2nz5,2296x4080,2379614961712107328|4870668504997498369|5515530925725077000|661649930181315848|76014784488118339|4615923738961446433|616181838681419273|598563715521612620
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (68).jpg,anomala,train,spinach_sy69db2nz5,2296x4080,4937941042987733888|1233448719478109824|434363404406687310|10961245904192315021|9238614863223660049|9228750148582475588|10204618128389512856|5622206504576419590
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (69).jpg,anomala,train,spinach_sy69db2nz5,2296x4080,2598611096136336408|1802574132601557254|576487748540537344|288236210026325504|437137818390037529|1748689810045734948|10702982501171204|43381839231451144
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (7).jpg,anomala,train,spinach_sy69db2nz5,3060x4080,4937927667923095308|11033308154583256968|9661122091827562310|11400637215971155481|9804155258458283673|868949799201376068|1809900657972557726|5082047263139894150
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (70).jpg,anomala,train,spinach_sy69db2nz5,2296x4080,2471384652691998275|2525681576399838753|3262443565335924260|5376486769760308506|2422390249671232803|4829564586516499490|1913227418179378506|2616199077490542125
dataset\_work\final\spinach\val\anomala\Anthracnose(102)__Anthracnose (71).jpg,anomala,val,spinach_sy69db2nz5,2296x4080,2758892407642063889|1318866530408011875|2325693687009791008|188481133339872514|7140491479269395730|1226112742504417574|147939940601076994|2327400129055049248
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (73).jpg,anomala,train,spinach_sy69db2nz5,2296x4080,5299627678134900608|5300190498635323264|5046163755601465166|11321546106786483853|9229862768282144329|9229862923404282953|10164122102063832733|5660764367257536326
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (74).jpg,anomala,train,spinach_sy69db2nz5,2296x4080,5587858156831317896|688504531817006988|5658231023536932678|10168624636137250461|10090089896909704713|9808614920903691341|11321555899446075021|5082034171137984078
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (75).jpg,anomala,train,spinach_sy69db2nz5,2296x4080,292469025203522880|1733612212243615233|1154907304664960525|441228755546902348|94029380229467928|4651390908138196740|5516644729662414598|940705981125232400
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (76).jpg,anomala,train,spinach_sy69db2nz5,2296x4080,2703865269868758565|1268905942079970387|4613382767665089864|116564772523495181|5988678351564282897|2667832074803578405|959150185468894721|5191971109184407104
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (77).jpg,anomala,train,spinach_sy69db2nz5,2296x4080,5588425272903536520|5300234607883653004|5082087325854566214|11321542592832151197|10092324070482218569|9804120116463636045|11321547033660300957|5082051799229368134
dataset\_work\final\spinach\test\anomala\Anthracnose(102)__Anthracnose (78).jpg,anomala,test,spinach_sy69db2nz5,2296x4080,5156374352187301248|1805388313520981760|92066881160056646|4619874103850372765|20001306668633625|9231551678172335943|11316990829338762560|5084316809689450241
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (79).jpg,anomala,train,spinach_sy69db2nz5,2296x4080,10092016043279977547|14740051812635872813|5191865658878924432|2904420459504179012|3282564507119882188|5407766655462477452|4942453231081180712|10382493822003580232
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (8).jpg,anomala,train,spinach_sy69db2nz5,3060x4080,616759207368035913|868679208040631881|76040176065809997|4651685406328196685|5300181658956926476|5300208150717894408|5588420934682512960|5588420831201332737
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (80).jpg,anomala,train,spinach_sy69db2nz5,2296x4080,4973679670911504157|6457615464863174471|6417949672457213767|7239029952603690525|5120378539275689561|2093966136320132677|2095963055932536420|5158632774338548057
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (81).jpg,anomala,train,spinach_sy69db2nz5,2296x4080,2381295049973304610|2525410134374435891|39853135616167432|22120056860577032|3696486706519673891|2453633002363620385|580284935677824512|598580964386835712
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (82).jpg,anomala,train,spinach_sy69db2nz5,2296x4080,2922016142826080000|796036743242915584|2596073479083872070|1809364268129586329|8768936801143819|2000343220522280|11028231537394392089|5066438646402058020
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (83).jpg,anomala,train,spinach_sy69db2nz5,2296x4080,5371974270726118144|2976324355252496128|2614219956821394242|11105091849696001585|11025194924068393|7647262873652554|3548334249456573850|4792695539081889572
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (84).jpg,anomala,train,spinach_sy69db2nz5,2296x4080,2417314826857166592|4867281924427027328|5082060576068420422|11033299203801890201|9228763282189290563|15510866485546017|11042041506317147801|5063052047911978822
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (85).jpg,anomala,train,spinach_sy69db2nz5,2296x4080,9657700455967033220|11249762386807037848|10236452477927884430|10236412766660269708|10961532216008449948|9513585250778417030|10094272292911255438|10233883881865416590
dataset\_work\final\spinach\val\anomala\Anthracnose(102)__Anthracnose (86).jpg,anomala,val,spinach_sy69db2nz5,3000x4000,183836313232803361|2327383658468449345|2325703621403903488|188322184912346624|4727670455371516960|2379606096766471426|44480223329033474|37891499094918688
dataset\_work\final\spinach\val\anomala\Anthracnose(102)__Anthracnose (87).jpg,anomala,val,spinach_sy69db2nz5,3000x4000,5371983118728375941|2976464851283708760|2397770012079916876|4763988200201330313|6380249522576510505|9596664185259724106|9880377526454721858|5514406226665358881
dataset\_work\final\spinach\val\anomala\Anthracnose(102)__Anthracnose (88).jpg,anomala,val,spinach_sy69db2nz5,3000x4000,2471507111680361746|2471506452578981926|2327971913890940982|2453342526402086930|2762973927873334306|1316616364635343906|1317459597300468770|3911532536401907232
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (89).jpg,anomala,train,spinach_sy69db2nz5,3000x4000,1299586046145464338|1605689424216983574|2327690990825900304|147921723211008006|1587534425129633814|1299445291535960338|452767919081131266|1155470858137783584
dataset\_work\final\spinach\test\anomala\Anthracnose(102)__Anthracnose (9).jpg,anomala,test,spinach_sy69db2nz5,3060x4080,9518986051896151936|10387310069647347584|1053731859989733134|10233909183115364238|9227641824789866384|9227641875928390276|10234204973133334158|1017588337287601934
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (90).jpg,anomala,train,spinach_sy69db2nz5,3000x4000,5228131739940822192|5480475608813618978|3927154397332541005|1387125208229809737|2470091936800640588|12690050964725337672|5264293513055387667|5588437237890973750
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (91).jpg,anomala,train,spinach_sy69db2nz5,3000x4000,2453632882174799624|2543424549786159880|2614211091479594764|1305250298869980936|579560289122339875|589759616478219554|585219699146366226|866809969562568484
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (92).jpg,anomala,train,spinach_sy69db2nz5,3000x4000,1318726307644146440|2614778384375823880|2468969883237827601|2467178882472483110|593937760588351780|613359278439157010|2745258669954186530|1244267912861795106
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (93).jpg,anomala,train,spinach_sy69db2nz5,3000x4000,5588447236123209614|5588433991452265230|5730556898480194374|945227310782955033|1011967683498577485|10245446173739945549|1818951958319275533|5080925880596268879
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (94).jpg,anomala,train,spinach_sy69db2nz5,3000x4000,5300470865040581414|5552532806704245530|2775091564665311046|11042306454392344093|1885688053256621645|2748054685273198409|2093627589416926873|5048270419343934246
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (95).jpg,anomala,train,spinach_sy69db2nz5,3060x4080,4721477937566991666|4727661590963181858|4799728032682478850|2379606029866782240|2475183412819237953|3622449029613323841|2327963615821235745|147921930183220290
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (96).jpg,anomala,train,spinach_sy69db2nz5,3060x4080,5916620723234772820|2667832142985631253|2614228580981775945|1305241416675821125|1519409634606777893|6095374976969284690|4973688312585133330|5304702884734781220
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (98).jpg,anomala,train,spinach_sy69db2nz5,3060x4080,5228422342714009472|652625199992871808|5046031848616988494|11033299170848083597|9230984373163462153|9234401622041726792|10164065339506630297|5660777574408324934
dataset\_work\final\spinach\train\anomala\Anthracnose(102)__Anthracnose (99).jpg,anomala,train,spinach_sy69db2nz5,3060x4080,883423568566574114|441438557996205346|586671429702855698|3193787219828377636|2469527953903329286|2476027712717537804|2632368372731105836|1309509104003589128
dataset\_work\final\spinach\test\anomala\Bacterial-Spot(752)__Bacterial-Spot (1).jpg,anomala,test,spinach_sy69db2nz5,675x1200,5588434189185387406|5588447538550091662|14309914231503554374|11247211526843997853|10245459824320417357|10235286987516644941|11321547103619978908|5082051763491018694
dataset\_work\final\spinach\train\anomala\Bacterial-Spot(752)__Bacterial-Spot (10).jpg,anomala,train,spinach_sy69db2nz5,675x1200,5588433913303084819|5588447546638011191|4867033725849015107|4408543794353878589|3966337905276194381|1382373144636657229|4410773595379936829|4869256596106873667
dataset\_work\final\spinach\train\anomala\Bacterial-Spot(752)__Bacterial-Spot (100).jpg,anomala,train,spinach_sy69db2nz5,451x553,3244288325579116334|5376206342687494027|5660750966111175502|940723729749458441|10020253187344145482|3318896786592433709|666109979393986061|5657366660764897102
dataset\_work\final\spinach\train\anomala\Bacterial-Spot(752)__Bacterial-Spot (101).jpg,anomala,train,spinach_sy69db2nz5,417x599,5586160097652320142|5592942143072049934|5048303732101448518|1805462970655522333|1016440325605924429|10243163672893949517|2107134375895961113|5080956818791665478
dataset\_work\final\spinach\train\anomala\Bacterial-Spot(752)__Bacterial-Spot (102).jpg,anomala,train,spinach_sy69db2nz5,403x619,5551828964470752014|976733697061371790|5083166607718975302|11326112601979686553|10250051314848271885|1009652120264051789|11028773666156392093|5082091259674856262
dataset\_work\final\spinach\test\anomala\Bacterial-Spot(752)__Bacterial-Spot (103).jpg,anomala,test,spinach_sy69db2nz5,433x577,580134281000128512|598432358914065664|594489509677964352|432712865721288193|1456092950253064|4514650813959432|73762984074019078|4619581813542436872
dataset\_work\final\spinach\train\anomala\Bacterial-Spot(752)__Bacterial-Spot (104).jpg,anomala,train,spinach_sy69db2nz5,433x577,297814879242161158|297884155345047056|729941612758959616|3189284238819957760|1157020067600015876|435738683116429828|44082849055064620|1766395616829706
dataset\_work\final\spinach\test\anomala\Bacterial-Spot(752)__Bacterial-Spot (105).jpg,anomala,test,spinach_sy69db2nz5,433x577,1443417555565674500|1443417452620677132|1443418000501646352|1443417555565613572|864707133752215572|288246347491706900|293311797560870932|1163140494625933332
dataset\_work\final\spinach\train\anomala\Bacterial-Spot(752)__Bacterial-Spot (106).jpg,anomala,train,spinach_sy69db2nz5,433x577,1153089294393022976|144121948994414336|11017716108562|39927048783908|11019469380255746|7488338203770896|2614497077188886528|1300711548390080512
dataset\_work\final\spinach\train\anomala\Bacterial-Spot(752)__Bacterial-Spot (107).jpg,anomala,train,spinach_sy69db2nz5,433x577,586041476092169290|869841269231652361|581253006000334353|595627568889961028|652608078730760716|5371701538035671560|4943295693622625288|1235753777991389448
dataset\_work\final\spinach\train\anomala\Bacterial-Spot(752)__Bacterial-Spot (108).jpg,anomala,train,spinach_sy69db2nz5,433x577,874275047513981989|874275151197183058|10774144627385360|43379161613277700|5916620707647463948|2667273421478175244|295721478226024960|1163131599769249280
dataset\_work\final\spinach\val\anomala\Bacterial-Spot(752)__Bacterial-Spot (109).jpg,anomala,val,spinach_sy69db2nz5,445x560,5664708194864144278|956618096020752150|2346119534811907910|9370890683607883289|1587245120713344525|10817399048359025998|1810015463654493314|5082049814046674720
dataset\_work\final\spinach\train\anomala\Bacterial-Spot(752)__Bacterial-Spot (11).jpg,anomala,train,spinach_sy69db2nz5,675x1200,5516693279193897879|14703728374018942742|10342255973575528264|1017311302768070381|1596309941073940172|10888335046989287244|17081726137181609486|5228434152429422479
dataset\_work\final\spinach\train\anomala\Bacterial-Spot(752)__Bacterial-Spot (110).jpg,anomala,train,spinach_sy69db2nz5,436x572,5665276797264007046|938476205769428764|580688379631077196|10092390290957999753|2021846900174685709|9659991605634637646|9880378009509105548|5514406166022917896
dataset\_work\final\spinach\train\anomala\Bacterial-Spot(752)__Bacterial-Spot (111).jpg,anomala,train,spinach_sy69db2nz5,446x560,5588438388960074510|5588412051816392590|5082053824504628036|1809979857338056217|10243163604778454605|1016440359361678925|1818960770991857177|4936792962426570566
dataset\_work\final\spinach\train\anomala\Bacterial-Spot(752)__Bacterial-Spot (112).jpg,anomala,train,spinach_sy69db2nz5,411x607,380140249882238734|6528282180581263118|5407436741617468176|2967370190729132290|1010793198703778138|1017548600248845829|160298313314676265|1171922238347348811
dataset\_work\final\spinach\train\anomala\Bacterial-Spot(752)__Bacterial-Spot (113).jpg,anomala,train,spinach_sy69db2nz5,413x604,5081774721295656750|1845938234307713931|4901947412491895622|11033277110828613145|10023668329985056281|3325735990040430150|1819000507957714585|5080967705259345732
dataset\_work\final\spinach\train\anomala\Bacterial-Spot(752)__Bacterial-Spot (114).jpg,anomala,train,spinach_sy69db2nz5,415x602,289931368339541772|1737878385776332556|5624722186373138182|940723590693592600|868921117982531096|868947454115644932|1737860724738166285|470352412847574862
dataset\_work\final\spinach\train\anomala\Bacterial-Spot(752)__Bacterial-Spot (115).jpg,anomala,train,spinach_sy69db2nz5,424x588,5082091346888691615|2098135483507347206|9656565328842949446|2035415375573630617|436595284497341981|11461488871371933510|11042386479501229852|5080914700225676166
dataset\_work\final\spinach\train\anomala\Bacterial-Spot(752)__Bacterial-Spot (116).jpg,anomala,train,spinach_sy69db2nz5,438x569,3244288343227696926|5448263798951452423|4756682125922895622|4124870044437388824|513163083621833803|2163706010312050221|1737922642402033209|470367815306642242
dataset\_work\final\spinach\train\anomala\Bacterial-Spot(752)__Bacterial-Spot (117).jpg,anomala,train,spinach_sy69db2nz5,430x580,5084066326933081868|11064820062702866190|10096577161242975046|902693587959096861|1013034064252472985|869018013317959238|2100457651795363596|5087718647531511436
dataset\_work\final\spinach\val\anomala\Bacterial-Spot(752)__Bacterial-Spot (119).jpg,anomala,val,spinach_sy69db2nz5,433x577,304043750480960008|1153778621283050760|864707672787586050|288245834260090656|586879756885754640|601960759893571588|2310081759935332356|147509410737881100
dataset\_work\final\spinach\test\anomala\Bacterial-Spot(752)__Bacterial-Spot (12).jpg,anomala,test,spinach_sy69db2nz5,675x1200,5228149593937873707|17117767827594227499|17564895561720366927|3475704901622504973|3111808358970527469|3101648717810142792|945275869783342128|5730598913057735667
dataset\_work\final\spinach\val\anomala\Bacterial-Spot(752)__Bacterial-Spot (120).jpg,anomala,val,spinach_sy69db2nz5,300x400,10234187580029077442|10240969472540483516|9733188620875143046|2177247569921120158|13555665478319021966|13981242010475104142|11391638761573136158|9662230452902761351
dataset\_work\final\spinach\train\anomala\Bacterial-Spot(752)__Bacterial-Spot (121).jpg,anomala,train,spinach_sy69db2nz5,300x400,4115735138520468972|7171735348947931080|5088529072094905934|11278868494031101837|14433798663964690275|17009281506726059577|10204894140443362972|5622312143657803334
dataset\_work\final\spinach\train\anomala\Bacterial-Spot(752)__Bacterial-Spot (122).jpg,anomala,train,spinach_sy69db2nz5,300x400,10090125235401211830|14852644045832651666|14886426926673238926|10094417419891845006|10521302800283017166|13132297619673122700|10243203359038445196|10239825505800329166
dataset\_work\final\spinach\val\anomala\Bacterial-Spot(752)__Bacterial-Spot (123).jpg,anomala,val,spinach_sy69db2nz5,300x400,10090081093031761905|14852635371106146160|11386831946549761942|9700502037584353174|8076976585488015310|17372366634465560460|10815160503318060934|10815160632671143582
dataset\_work\final\spinach\test\anomala\Bacterial-Spot(752)__Bacterial-Spot (124).jpg,anomala,test,spinach_sy69db2nz5,300x400,1017559558985297126|10306317457002318744|10168589331573646854|5658657513253739423|11009901647368619919|16585665694282620686|11500809193357018958|443118712822046349
dataset\_work\final\spinach\train\anomala\Bacterial-Spot(752)__Bacterial-Spot (125).jpg,anomala,train,spinach_sy69db2nz5,300x400,2021851443779148044|14343700153523201999|9769158639893552007|2177102976591406878|14945044864739250119|871746725391306524|2172755199592969758|9735457573158949767
dataset\_work\final\spinach\test\anomala\Bacterial-Spot(752)__Bacterial-Spot (126).jpg,anomala,test,spinach_sy69db2nz5,300x400,8754495306488548300|7025918227703599052|14880886195386275631|10105547716206466315|14704032019480019297|14702866381229489785|798614040608652940|3411198554839417806
dataset\_work\final\spinach\train\anomala\Bacterial-Spot(752)__Bacterial-Spot (127).jpg,anomala,train,spinach_sy69db2nz5,300x400,1810010790058069964|7459985610601598924|5155226462323160846|2030612275421844367|14704093755274790759|14703981501309197849|10309602771509128732|1024418725170481991
dataset\_work\final\spinach\test\anomala\Bacterial-Spot(752)__Bacterial-Spot (128).jpg,anomala,test,spinach_sy69db2nz5,300x400,11254306014286043800|14270558608181667046|10096549635872796044|14305573823230856142|16619425066739108806|11014132536200867740|14865200504901437382|10100813546241007244
dataset\_work\final\spinach\train\anomala\Bacterial-Spot(752)__Bacterial-Spot (129).jpg,anomala,train,spinach_sy69db2nz5,300x400,11245322307966537499|9660055239130550055|11472650787600668559|437745434093360910|2814476053394296710|1949811313218228124|1015332111972766470|10310722289092212639
dataset\_work\final\spinach\train\anomala\Bacterial-Spot(752)__Bacterial-Spot (13).jpg,anomala,train,spinach_sy69db2nz5,900x1200,3767839008854202404|1307466961810498586|874345450806586642|874346552486611492|1883707811784697106|2619016483586263604|2615058215708992012|1309788925418283532
dataset\_work\final\spinach\val\anomala\Bacterial-Spot(752)__Bacterial-Spot (130).jpg,anomala,val,spinach_sy69db2nz5,300x400,472628574924214979|11461176214502225468|12915247649104823820|3657849841949056719|4374841374223568543|14092341917251374854|14960420399946122034|902434164214414515
dataset\_work\final\spinach\train\anomala\Bacterial-Spot(752)__Bacterial-Spot (132).jpg,anomala,train,spinach_sy69db2nz5,300x400,11249450158758272114|14305463717335385777|15608700119479162508|16448978790154737614|12809929572207790022|8258545323506605724|14886396956464334564|10094298955568291288
dataset\_work\final\spinach\test\anomala\Bacterial-Spot(752)__Bacterial-Spot (133).jpg,anomala,test,spinach_sy69db2nz5,300x400,11317026091154738971|5084312590690488103|14384285267800823687|2019304794763237150|2814511204710190918|1949806907483426461|2168231539840845340|9734292443947311047
dataset\_work\final\spinach\train\anomala\Bacterial-Spot(752)__Bacterial-Spot (134).jpg,anomala,train,spinach_sy69db2nz5,300x400,4124830624888329970|7170598560156063664|5588410953384797982|904835513949166471|12724647129366496099|17444164684941311545|9735402632299646476|2172818900524633677
dataset\_work\final\spinach\train\anomala\Bacterial-Spot(752)__Bacterial-Spot (135).jpg,anomala,train,spinach_sy69db2nz5,300x400,10092348363284352211|14848125276143472436|10960686615229826702|16629413089620762510|3805268015266861006|15207546978343391116|10276954032120252390|10233910648571305112
dataset\_work\final\spinach\train\anomala\Bacterial-Spot(752)__Bacterial-Spot (136).jpg,anomala,train,spinach_sy69db2nz5,300x400,514366036049336019|2250490342631774004|1260561096780486414|8611244476471252751|3789500923065744159|15210414332101075719|1087369850697384311|1015358888883093009
dataset\_work\final\spinach\train\anomala\Bacterial-Spot(752)__Bacterial-Spot (137).jpg,anomala,train,spinach_sy69db2nz5,300x400,4345493210756751320|14090968628536477668|14305445825786881847|11249458653360954131|16431127592451280323|15573174012447772220|1376700729822748316|3974320427339581382
